input_text_ids,input_text,target_text,prefix
1055910:4,Ambiance - relaxed and stylish .,Ambiance ~ ambience general,TAD
1055910:5,"Don ' t judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .",place ~ restaurant general,TAD
1058221:2,the food is decent .,food ~ food quality,TAD
1058221:3,"however , it ' s the service that leaves a bad taste in my mouth .",service ~ service general,TAD
1058221:4,"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .",waiter ~ service general,TAD
1058221:5,"i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience .",NULL ~ service general,TAD
1058221:6,"well , i didn ' t find it there , and trust , i have told everyone i can think of about my experience .",NULL ~ restaurant general,TAD
1058221:7,the last time i walked by it looked pretty empty . hmmm .,NULL ~ restaurant miscellaneous,TAD
1062641:0,This place has got to be the best japanese restaurant in the new york area .,place ~ restaurant general,TAD
1062641:1,I had a great experience .,NULL ~ restaurant general,TAD
1062641:2,Food is great .,Food ~ food quality,TAD
1062641:3,Service is top notch .,Service ~ service general,TAD
1062641:4,I have been going back again and again .,NULL ~ restaurant general,TAD
1064477:0,"I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .",sea urchin ~ food quality,TAD
1064477:1,"It melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery .",NULL ~ food quality,TAD
1064477:2,The sushi seemed pretty fresh and was adequately proportioned .,sushi ~ food quality ~~ sushi ~ food style_options,TAD
1064477:3,The rice to fish ration was also good - - they didn ' t try to overpack the rice .,rice to fish ration ~ food style_options,TAD
1064477:4,We took advanatage of the half price sushi deal on saturday so it was well worth it .,half price sushi deal ~ food quality ~~ half price sushi deal ~ food prices,TAD
1074868:2,Surprisingly nothing could be further from the truth .,NULL ~ restaurant miscellaneous,TAD
1074868:3,"In the evening , this place attracted a well dressed , with it , NY crowd .",crowd ~ restaurant miscellaneous,TAD
1074868:4,The food was well prepared and the service impecable .,service ~ service general ~~ food ~ food quality,TAD
1074868:5,I ' m going back .,NULL ~ restaurant general,TAD
1084394:1,Quite simply it ' s like stepping out of Manhattan and into a haven of tranquility .,NULL ~ ambience general,TAD
1084394:3,The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .,Prix Fixe menu ~ food quality ~~ Prix Fixe menu ~ food style_options ~~ Prix Fixe menu ~ food prices,TAD
1084394:4,I will be going back and heartily recommend it !,NULL ~ restaurant general,TAD
1086415:1,"It is terrific , as is the value .",NULL ~ food quality ~~ NULL ~ food prices,TAD
1086415:2,"$ 6 and there is much tasty food , all of it fresh and continually refilled .",food ~ food quality ~~ food ~ food style_options ~~ food ~ food prices,TAD
1086415:3,"I am not a vegetarian but , almost all the dishes were great .",dishes ~ food quality,TAD
1086415:5,Go hungry and enjoy .,NULL ~ restaurant general,TAD
1086478:0,"The food here is rather good , but only if you like to wait for it .",NULL ~ service general ~~ food ~ food quality,TAD
1086478:1,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",somosas ~ food quality ~~ chai ~ food quality ~~ chole ~ food quality ~~ dhosas ~ food quality ~~ dhal ~ food quality,TAD
1086478:2,"The service varys from day to day - sometimes they ' re very nice , and sometimes not .",service ~ service general,TAD
1086478:3,"The kitchen however , is almost always slow .",kitchen ~ service general,TAD
1086478:4,"Also , specify if you like your food spicy - its rather bland if you don ' t .",food ~ food quality,TAD
1086478:5,"The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .",NULL ~ restaurant miscellaneous ~~ ambience ~ ambience general,TAD
1090587:1,If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .,view ~ location general,TAD
1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,service ~ service general ~~ food ~ food quality ~~ food ~ food prices,TAD
1090587:3,The lava cake dessert was incredible and I recommend it .,lava cake dessert ~ food quality,TAD
1102681:0,"Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .",Cosette ~ ambience general,TAD
1102681:1,"This tiny restaurant is as cozy as it gets , with that certain Parisian flair .",restaurant ~ ambience general,TAD
1102681:2,"The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",food ~ food quality ~~ French Onion soup ~ food quality ~~ desserts ~ food quality ~~ French Onion soup ~ food style_options,TAD
1102681:3,"However , go for the ambience , and consider the food just a companion for a trip across the world !",food ~ food quality ~~ ambience ~ ambience general,TAD
1118167:1,IT WAS HORRIBLE .,NULL ~ restaurant general,TAD
1118167:2,The pizza was delivered cold and the cheese wasn ' t even fully melted !,pizza ~ food quality ~~ cheese ~ food quality,TAD
1118167:3,It looked like shredded cheese partly done - still in strips .,NULL ~ food style_options,TAD
1119578:0,This has got to be one of the most overrated restaurants in Brooklyn .,NULL ~ restaurant general,TAD
1119578:1,The pizza is overpriced and soggy .,pizza ~ food quality ~~ pizza ~ food prices,TAD
1119578:2,"Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .",ingredients ~ food quality ~~ pizza ~ food quality ~~ crust ~ food quality,TAD
1119578:3,"A big disappointment , all around .",NULL ~ restaurant general,TAD
1123262:0,I think I ' ve had some the best meals of my life at minnow .,meals ~ food quality,TAD
1123262:1,"The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .",seafood ~ food quality ~~ menu ~ food style_options ~~ wine list ~ drinks style_options,TAD
1123262:2,The combination of super - fresh ingredients in the dishes are unusual but really delicious .,ingredients ~ food quality,TAD
1123262:3,Worth the trip from Manhattan .,NULL ~ restaurant general,TAD
1125006:1,Best Pastrami I ever had and great portion without being ridiculous .,Pastrami ~ food quality ~~ portion ~ food style_options,TAD
1125006:3,My wife had the fried shrimp which are huge and loved it .,fried shrimp ~ food quality ~~ fried shrimp ~ food style_options,TAD
1125284:0,"As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .",place ~ restaurant general,TAD
1125284:1,This place is the most Japanese it can ever get .,place ~ restaurant miscellaneous,TAD
1125284:2,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",waitstaff ~ service general ~~ food ~ food quality ~~ specials menus ~ food style_options ~~ signs ~ restaurant miscellaneous,TAD
1125284:3,This place is worth an one - hour drive .,place ~ restaurant general,TAD
1125284:4,"I am so coming back here again , as much as I can .",NULL ~ restaurant general,TAD
1126814:0,"Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .",Leon ~ restaurant general ~~ French bistro fare ~ food quality ~~ specials ~ food quality ~~ Leon ~ ambience general ~~ atmosphere ~ ambience general,TAD
1126814:1,"My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",staff ~ service general,TAD
1126814:3,Decent wine at reasonable prices .,wine ~ drinks prices ~~ wine ~ drinks quality,TAD
1126814:4,Have been dozens of times and never failed to enjoy the experience .,NULL ~ restaurant general,TAD
1126814:5,"Our teenage kids love it , too .",NULL ~ restaurant general,TAD
1126886:0,"Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .",Zucchero Pomodori ~ restaurant general,TAD
1126886:1,This is by far my favorite place in the neighborhood .,place ~ restaurant general,TAD
1126886:2,"The service is excellent , the decor is great , and the food is delicious and comes in large portions .",service ~ service general ~~ food ~ food quality ~~ portions ~ food style_options ~~ decor ~ ambience general,TAD
1126886:4,I ' m partial to the Gnocchi .,Gnocchi ~ restaurant general,TAD
1131595:0,This place is incredibly tiny .,place ~ restaurant miscellaneous,TAD
1131595:1,They refuse to seat parties of 3 or more on weekends .,NULL ~ service general,TAD
1131595:2,The hostess is rude to the point of being offensive .,hostess ~ service general,TAD
1131595:3,The food was bland oily .,food ~ food quality,TAD
1131595:4,I just don ' t understand all the hype . . .,NULL ~ restaurant general,TAD
1138996:1,"We have been to this place many times , and always have great food , wine , and service .",service ~ service general ~~ food ~ food quality ~~ wine ~ drinks quality,TAD
1138996:2,"We were worried we would have trouble getting in , but somehow managed to have a short wait .",wait ~ service general,TAD
1138996:3,As always we had a great glass of wine while we waited .,glass of wine ~ drinks quality,TAD
1138996:4,"When we sat , we got great and fast service .",service ~ service general,TAD
1138996:5,The people that work there are always so friendly you forget you are in New York sometimes .,people ~ service general,TAD
1138996:6,Make sure you try this place as often as you can .,place ~ restaurant general,TAD
1145510:0,This is a fun restaurant to go to .,restaurant ~ restaurant general,TAD
1145510:1,The pizza is yummy and I like the atmoshpere .,pizza ~ food quality ~~ atmoshpere ~ ambience general,TAD
1145510:2,But the pizza is way to expensive .,pizza ~ food prices,TAD
1145510:3,"A large is $ 20 , and toppings are about $ 3 each .",toppings ~ food prices,TAD
1147082:0,I went there for lunch and it was not as good as I expected from the reviews I read .,lunch ~ food quality,TAD
1147082:1,Sauce was watery and the food didn ' t have much flavor .,Sauce ~ food quality ~~ food ~ food quality,TAD
1147082:3,I don ' t think I would go again .,NULL ~ restaurant general,TAD
1147211:0,This place is great .,place ~ restaurant general,TAD
1147211:1,I had a huge group for my birthday and we were well taken care of .,NULL ~ service general,TAD
1147211:2,The waitress was very patient with us and the food is phenomenal !,waitress ~ service general ~~ food ~ food quality,TAD
1147211:3,"Service was prompt , friendly and great .",Service ~ service general,TAD
1147211:4,Slightly on the pricey side but worth it !,NULL ~ restaurant general ~~ NULL ~ restaurant prices,TAD
1153034:0,Great pizza and fantastic service .,service ~ service general ~~ pizza ~ food quality,TAD
1153034:1,"There was a small wait , but shorter than I expected .",wait ~ service general,TAD
1153034:2,Located at the end of a magnificent block .,block ~ location general,TAD
1153034:3,Very cozy and warm inside . . . . .,NULL ~ ambience general,TAD
1153034:4,I will be back !,NULL ~ restaurant general,TAD
1154550:0,This is the best sushi in new york city - hands down .,sushi ~ food quality,TAD
1154550:1,The place is small and cramped but the food is fantastic .,food ~ food quality ~~ place ~ ambience general,TAD
1154550:2,Get the tuna of gari .,tuna of gari ~ food quality,TAD
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",Planet Thailand ~ restaurant general ~~ sushi ~ food quality ~~ thai food ~ food quality,TAD
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",menu ~ food style_options,TAD
1162037:2,"The atmosphere isn ' t the greatest , but I suppose that ' s how they keep the prices down .",NULL ~ restaurant prices ~~ atmosphere ~ ambience general,TAD
1162037:3,It ' s all about the food ! !,food ~ food quality,TAD
1167434:1,first it took us a long time to find the place .,place ~ restaurant miscellaneous,TAD
1167434:3,"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",menu ~ food style_options,TAD
1167434:5,"those rolls were big , but not good and sashimi wasn ' t fresh .",rolls ~ food quality ~~ sashimi ~ food quality ~~ rolls ~ food style_options,TAD
1167434:6,"they were dry and disgusting , i didn ' t even finish my first piece .",NULL ~ food quality,TAD
1175958:0,Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,NULL ~ service general,TAD
1175958:1,"Try the crunchy tuna , it is to die for .",crunchy tuna ~ food quality,TAD
1175958:2,"Try everything for that matter , it is all good .",NULL ~ food quality,TAD
1175958:3,I have been going there since it opened and I can ' t get enough .,NULL ~ restaurant general,TAD
1189674:0,First went here to enjoy their garden terrace .,garden terrace ~ ambience general,TAD
1189674:1,"The food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",service ~ service general ~~ food ~ food quality,TAD
1189674:2,"The Steak Tartare is a great bet , they fix it for you at the table .",Steak Tartare ~ food style_options,TAD
1189674:3,"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",open kitchen ~ ambience general ~~ restaurant ~ ambience general,TAD
1189674:4,"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",wine selection ~ drinks style_options ~~ house champagne ~ drinks prices ~~ Gigondas ~ drinks quality,TAD
1189674:5,"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",French food ~ food quality ~~ vibe ~ ambience general ~~ NULL ~ ambience general,TAD
1189674:6,"Have recommended the place to friends , always gets good response .",place ~ restaurant miscellaneous,TAD
1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",pizza ~ food quality ~~ crust ~ food quality,TAD
1199292:3,I take all my NYC guests to VT ' s .,VT ' s ~ restaurant miscellaneous,TAD
1199480:0,"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !",food ~ food quality ~~ neighborhood ~ location general,TAD
1199480:1,I ' ve been there three times and have always had wonderful experiences .,NULL ~ restaurant general,TAD
1199480:2,I ' d highly recommend it for a special occasion - - it provides and intimate setting and nice service .,service ~ service general ~~ NULL ~ restaurant miscellaneous ~~ setting ~ ambience general,TAD
1205520:0,I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .,Mizu ~ restaurant general,TAD
1205520:1,Even after they overcharged me the last time I was there .,NULL ~ service general,TAD
1205520:2,Make sure you have the Spicy Scallop roll . . .,Spicy Scallop roll ~ food quality,TAD
1205520:3,it ' s delicious !,NULL ~ food quality,TAD
1212346:0,"Moules were excellent , lobster ravioli was VERY salty !",Moules ~ food quality ~~ lobster ravioli ~ food quality,TAD
1212346:1,"Took my mom for Mother ' s Day , and the maitre d ' was pretty rude .",maitre d ' ~ service general,TAD
1212346:2,"Told us to sit anywhere , and when we sat he said the table was reserved .",NULL ~ service general,TAD
1212346:3,Stepped on my foot on the SECOND time he reached over me to adjust lighting .,NULL ~ service general,TAD
1212346:4,Tiny dessert was $ 8 . 00 . . . just plain overpriced for what it is .,dessert ~ food style_options ~~ dessert ~ food prices,TAD
1221938:0,The drinks are always welll made and wine selection is fairly priced .,wine selection ~ drinks prices ~~ drinks ~ drinks quality,TAD
1221938:1,Try their chef ' s specials - - they are to die for .,chef ' s specials ~ food quality,TAD
1221938:2,"Service is not exactly five star , but thats not really a big deal .",Service ~ service general,TAD
1221938:3,Downstairs lounge is always a good attraction,Downstairs lounge ~ ambience general,TAD
1225162:0,"Raga ' s is a romantic , cozy restaurant .",Raga ' s ~ ambience general,TAD
1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations .,exotic food ~ food quality ~~ exotic food ~ food style_options,TAD
1225162:2,It is also extremely well priced .,NULL ~ food prices,TAD
1225162:3,The staff is incredibly helpful and attentive .,staff ~ service general,TAD
1225162:4,The bar is very well stocked with interesting beers and well priced wines .,bar ~ drinks style_options ~~ beers ~ drinks style_options ~~ wines ~ drinks prices,TAD
1225162:5,This is one of my favorite restaurants and it is not to be missed .,NULL ~ restaurant general,TAD
1225162:6,Your friends will thank you for introducing them to this gem !,NULL ~ restaurant general,TAD
1227999:0,"When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .",Leon ~ restaurant general,TAD
1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet , we were told no . . .",waitress ~ service general,TAD
1227999:2,"Then , to top things off , she dropped used silverware on my boyfriend ' s jacket and did not stop to apologize or clean the mess that was left on clothes .",NULL ~ service general,TAD
1227999:3,Such a disappointment . . .,NULL ~ service general,TAD
1227999:4,"Rude service , medicore food . . . there are tons of restaurants in NY . . . stay away from this one",NULL ~ restaurant general ~~ service ~ service general ~~ food ~ food quality,TAD
1230993:0,I had a grat time at Jekyll and Hyde !,Jekyll and Hyde ~ restaurant general,TAD
1230993:1,I loved everythig about it - especially the shows and actors .,NULL ~ restaurant general ~~ shows ~ ambience general ~~ actors ~ ambience general,TAD
1230993:2,Our server was very helpful and friendly .,server ~ service general,TAD
1230993:3,I am bringing my whole family back next time .,NULL ~ restaurant miscellaneous,TAD
1230993:4,The food was good too .,food ~ food quality,TAD
1232468:0,The tuna and wasabe potatoes are excellent .,tuna ~ food quality ~~ wasabe potatoes ~ food quality,TAD
1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,outdoor atmosphere ~ location general,TAD
1232468:2,"Inside is a little cramped , but to be expected .",NULL ~ ambience general,TAD
1232468:3,Service was prompt and courteous .,Service ~ service general,TAD
1232468:4,This was a repeat visit and we ' ll definitely be back again .,NULL ~ restaurant general,TAD
1241906:0,"Great service , great food .",service ~ service general ~~ food ~ food quality,TAD
1241906:1,Prices are in line .,NULL ~ restaurant prices,TAD
1241906:3,But too far east !,NULL ~ location general,TAD
1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria ' s .",pizza ~ food quality ~~ fresh mozzarella ~ food quality,TAD
1253117:2,"Two complaints - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .",appetizer selection ~ food style_options,TAD
1253117:3,"Also , because it is so thin , it gets cold very quickly and its not that filling .",NULL ~ food quality ~~ NULL ~ food style_options,TAD
1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS !,Wait staff ~ service general ~~ pie ~ food quality,TAD
1256373:0,By far the best salad I have had in a fast food restaurant .,salad ~ food quality,TAD
1256373:1,fine dining restaurant quality .,dining ~ food quality,TAD
1256373:2,Over 100 different choices to create your own .,NULL ~ food style_options,TAD
1256373:3,A must try !,NULL ~ restaurant general,TAD
1264954:0,"On a recent Sunday afternoon , a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT .",restaurant ~ restaurant general,TAD
1264954:1,"This was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .",NULL ~ food quality ~~ NULL ~ ambience general,TAD
1264954:2,"The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .",service ~ service general ~~ chicken pot pie ~ food quality ~~ cheeseburger ~ food quality ~~ cheeseburger ~ food style_options,TAD
1264954:3,"With so many poor experiences to be had in the theater district , is truly an excellent find !",NULL ~ restaurant general,TAD
1264954:4,We will return many times for this oasis in mid - town .,NULL ~ restaurant general,TAD
1269216:1,The staff is no nonsense .,staff ~ service general,TAD
1269216:2,The food options rule .,food ~ food style_options,TAD
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,bagels ~ food quality,TAD
1269216:4,Worth visiting the 1st Ave spot because it is the original store .,1st Ave spot ~ restaurant miscellaneous,TAD
1275154:4,"He served me an Uni Hand roll , which I never had before , and let me tell you . . . IT WAS HEAVEN !",Uni Hand roll ~ food quality,TAD
1275154:6,The sake menu should not be overlooked !,sake menu ~ drinks style_options,TAD
1275154:7,"All in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .",NULL ~ restaurant general,TAD
1275154:8,Try the lobster teriyaki and the rose special roll .,lobster teriyaki ~ food quality ~~ rose special roll ~ food quality,TAD
1280166:1,"Service was very good - prompt , attentive and non - intrusive .",Service ~ service general,TAD
1280166:2,"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .",Food ~ food quality ~~ pork belly ~ food quality,TAD
1280166:3,Wine list selection is good and wine - by - the - glass was generously filled to the top .,Wine list selection ~ drinks style_options ~~ wine - by - the - glass ~ drinks style_options,TAD
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,Traditional French decour ~ ambience general ~~ hall ~ ambience general,TAD
1280179:0,"I ' ve been to at Cafe Spice probably 5 - 8 times , it is probably still the best Indian restaurant around Union Square .",Cafe Spice ~ restaurant general,TAD
1280179:1,"To sum it up : Service varies from good to mediorce , depending on which waiter you get ; generally it is just average Ok .",Service ~ service general,TAD
1280179:2,"Seating is always prompt , though the restaurant does fill up in the evening .",Seating ~ service general,TAD
1280179:3,"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .",Food ~ food quality ~~ raw vegatables in side orders ~ food quality,TAD
1280179:4,"As many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .",NULL ~ service general,TAD
1280179:5,"The decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .",decor ~ ambience general ~~ semi - private boths ~ ambience general,TAD
1286916:0,I have NEVER been disappointed in the Red Eye .,Red Eye ~ restaurant general,TAD
1286916:1,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",live jazz band ~ ambience general ~~ atmosphere ~ ambience general,TAD
1286916:3,It ' s simply the best meal in NYC .,meal ~ food quality,TAD
1286916:4,You cannot go wrong at the Red Eye Grill .,Red Eye Grill ~ restaurant general,TAD
1287538:0,"If we were to move from the upper east side , we would genuinely miss this restaurant .",restaurant ~ restaurant general,TAD
1287538:2,The restaurant is cute but not upscale .,restaurant ~ ambience general,TAD
1287538:3,The food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .,food ~ food quality ~~ balance of herbs and tomatoes ~ food quality,TAD
1287538:4,I would highly recommend it .,NULL ~ restaurant general,TAD
1287538:5,It ' s one of our favorite places to eat in NY .,NULL ~ restaurant general,TAD
1289424:0,We had a great time at the Jekyll and hyde Pub last night .,Jekyll and hyde Pub ~ restaurant general,TAD
1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner .,bar ~ restaurant general,TAD
1289424:3,The server was really cool and served us our food and drinks with a smile .,server ~ service general,TAD
1289424:4,The place ' s decor and hidden bathrooms made for a good laugh .,decor ~ ambience general ~~ hidden bathrooms ~ ambience general,TAD
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks !,restaurant ~ restaurant general,TAD
1293334:0,"If you are the type of person who likes being scared and entertained , this is a great place to go and eat .",place ~ restaurant miscellaneous,TAD
1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary , and to our surprise it was fantastic .",Jekyll and Hyde Pub ~ restaurant general,TAD
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",food ~ food quality ~~ pumkin tortelini ~ food quality ~~ beers ~ drinks style_options,TAD
1293334:3,The entertainment was great they have shows that go on through out the dinner .,NULL ~ ambience general,TAD
1293334:4,"Please take my advice , go and try this place .",place ~ restaurant general,TAD
1293334:6,You will not be disapointed at all .,NULL ~ restaurant general,TAD
1297844:1,We were not dissappointed in the least bit by this little gem .,NULL ~ restaurant general,TAD
1297844:2,The bagel was huge .,bagel ~ food style_options,TAD
1297844:3,They were served warm and had a soft fluffy interior .,NULL ~ food quality,TAD
1297844:4,The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,bagel ~ food style_options,TAD
1297844:5,I loved it and would HIGHLY RECOMMEND .,NULL ~ restaurant general,TAD
1300636:0,This was my frist time at Cafe St . Bart ' s and I must say how delicous the food and the service was .,service ~ service general ~~ food ~ food quality,TAD
1300636:2,I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,lobster roll ~ food quality ~~ lobster ~ food quality,TAD
1300636:3,"Other guests enjoyed pizza , santa fe chopped salad and fish and chips .",pizza ~ food quality ~~ santa fe chopped salad ~ food quality ~~ fish and chips ~ food quality,TAD
1300636:4,"I highly recommend Cafe St . Bart ' s for their food , the ambience and wonderful service .",service ~ service general ~~ food ~ food quality ~~ ambience ~ ambience general,TAD
1303888:0,All the staff is absolutely professional ! !,staff ~ service general,TAD
1303888:2,But they do .,NULL ~ service general,TAD
1303888:3,"( that is A MUST , but not every restaurant can do . . . )",NULL ~ service general,TAD
1303888:5,"There ' s nice and quiet , small but enough for 6 ( or more ) .",NULL ~ ambience general,TAD
1303984:0,This restaurant was way overhyped .,restaurant ~ restaurant general,TAD
1303984:1,My chow fun and chow see was really bland and oily .,chow fun and chow see ~ food quality,TAD
