prefix,input_text,target_text
TASD,"L'accueil manque un peu de chaleur, le service qui suivra également.","The review expressed negative opinion on service general for accueil , negative opinion on service general for service"
TASD,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé"".","The review expressed negative opinion on food style_options for menus , positive opinion on food quality for hoummous , positive opinion on food quality for taboulé , negative opinion on food quality for purée d'aubergine , negative opinion on food quality for boulettes"
TASD,Nous sommes dans le classique du genre avec peu de surprise et des prix plutôt élevés.,"The review expressed negative opinion on food style_options for NULL , negative opinion on restaurant prices for NULL"
TASD,Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.,"The review expressed positive opinion on drinks style_options for carte des vins , positive opinion on service general for restaurateur"
TASD,"Allons, une bonne soirée tout de même, mais un effort souhaité sur les goûts et saveurs méditerranéennes !","The review expressed positive opinion on restaurant general for NULL , negative opinion on food quality for NULL"
TASD,A ne pas rater !,The review expressed positive opinion on restaurant general for NULL
TASD,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !,"The review expressed positive opinion on restaurant general for restaurant , positive opinion on service general for service , positive opinion on service general for patronne , positive opinion on food quality for plats , positive opinion on drinks quality for vin"
TASD,Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps,The review expressed positive opinion on restaurant general for restaurants
TASD,"Bar tapas le soir, décoration changeante et parfois approximative.",The review expressed neutral opinion on ambience general for décoration
TASD,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique.","The review expressed neutral opinion on drinks quality for vins , positive opinion on food quality for tapas , negative opinion on food style_options for tapas , positive opinion on service general for personnel"
TASD,La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.,"The review expressed negative opinion on ambience general for déco , positive opinion on service general for accueil , positive opinion on service general for NULL"
TASD,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .,"The review expressed neutral opinion on food quality for plats , neutral opinion on food style_options for plats , neutral opinion on food prices for plats , neutral opinion on ambience general for ambiance musicale"
TASD,Bonne soirée passé dans ce lieu,The review expressed positive opinion on restaurant general for lieu
TASD,"Viande de boeuf façon chewing gum, frites couleur marron foncé molles et baignant encore dans leur huile.","The review expressed negative opinion on food quality for Viande de boeuf , negative opinion on food quality for frites"
TASD,Service austère.,The review expressed negative opinion on service general for Service
TASD,Nous avons rarement aussi mal mangé à Bordeaux.,The review expressed negative opinion on food quality for NULL
TASD,Déjà il y a un gros loupé niveau hygiène :le cuisinier sort dehors avec ses gants puis retourne en cuisine sans les changer ...,The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,"Ensuite, viande pas cuite et frites molles .... ( malade le lendemain)","The review expressed negative opinion on food quality for viande , negative opinion on food quality for frites , negative opinion on food quality for NULL"
TASD,Le soir pas de menu donc ça revient super cher ( rapport qualité \prix on ne s'y retrouve pas à mon sens).,"The review expressed negative opinion on restaurant prices for NULL , negative opinion on food style_options for NULL , negative opinion on restaurant general for NULL"
TASD,"La carte est originale et attractive et les produits de qualité, malheureusement la note est bien trop salée par rapport à l'expérience délivrée.","The review expressed positive opinion on food style_options for carte , positive opinion on food quality for produits , negative opinion on restaurant prices for NULL , negative opinion on restaurant general for NULL"
TASD,En effet l'accueil plutôt lourd laisse place à un service manquant d'enthousisame et de sourire.,"The review expressed negative opinion on service general for accueil , negative opinion on service general for service"
TASD,"Les plats sont très bons, bien cuisinés et présentés mais les tarifs des vins sont plutôt élevés et au final, la note s'avère en décalage avec l'expérience vécue (plus de 100€ à deux pour 1 entrée/2 plats/1 dessert avec vin et café), dans une ambiance vintage/rustique plutôt réussie, mais gâchée par une musique pop/variét sans lien avec la cadre et le concept, diffusée un peu trop fort pour un restaurant ou l'on souhaite passer un moment de calme et de détente.","The review expressed positive opinion on food quality for plats , negative opinion on drinks prices for vins , negative opinion on restaurant prices for NULL , positive opinion on ambience general for ambiance , negative opinion on ambience general for musique , positive opinion on food style_options for plats"
TASD,Mon coup de coeur de l'année 2014.,The review expressed positive opinion on restaurant general for NULL
TASD,"Amateur de fromage, lorsque je suis descendu dans la cave à fromage, en accés illimité, avec plus de 200 fromages à goûter, je me suis cru au paradis pour 32€.","The review expressed positive opinion on food style_options for cave à fromage , positive opinion on food prices for NULL"
TASD,"Ajouter à cela une binne salade aux noix et du pain au figues, au lardons et j'en passe, plus un service sympa, j'ai passé un excellent moment à chaque passage ici (ma 1ère visite en a appelé d'autres).","The review expressed positive opinion on food quality for salade aux noix , positive opinion on service general for service , positive opinion on restaurant general for NULL , positive opinion on food style_options for NULL"
TASD,Possibilité de manger des plats à la carte sur la thématique du fromage.,The review expressed neutral opinion on food style_options for plats
TASD,Très belle cave à vin.,The review expressed positive opinion on drinks quality for cave à vin
TASD,20/20 pour ce resto,The review expressed positive opinion on restaurant general for resto
TASD,Un restaurant pour une soirée étape très sympa avec une réception accueillante.,"The review expressed positive opinion on restaurant general for restaurant , positive opinion on service general for réception"
TASD,"Simple mais efficace pour un repas du soir , à découvrir mais le midi cela doit être bien.",The review expressed positive opinion on restaurant general for NULL
TASD,"Nous étions cinq pour repas d'affaire tout c'est très bien passé nous avons tous trouvé nos plats excellents, nous reviendrons avec plaisir.","The review expressed positive opinion on food quality for plats , positive opinion on restaurant general for NULL"
TASD,"Nous arrivons, le responsable ne nous trouve pas sur les réservations.",The review expressed negative opinion on service general for NULL
TASD,Il nous dit qu'il ne regarde plus internet...Pourquoi proposer l'option dans ce cas ?????,The review expressed negative opinion on service general for NULL
TASD,Et nous case où il peut...,The review expressed negative opinion on service general for NULL
TASD,"Pain du buffet cramé, on nous dit que c'est normal...Une serveuse d'un certain âge très très désagréable et pressée de voir partir les clients, même pas fini l'entrée, on nous emmène le plat, et je ne vous dit pas les réflexions d'un gôut douteux.","The review expressed negative opinion on food quality for Pain , negative opinion on service general for serveuse"
TASD,"Ca a beaucoup changé, nous n'y remettrons plus les pieds.....",The review expressed negative opinion on restaurant general for NULL
TASD,Très déçu:,The review expressed negative opinion on restaurant general for NULL
TASD,Salle tres bruyante,The review expressed negative opinion on ambience general for Salle
TASD,Serveuse très spécial,The review expressed negative opinion on service general for Serveuse
TASD,"Repas très moyen pas de sauce même en n en demandant à la serveuse réponse de la serveuse ""ce soir c est la dèche ""","The review expressed negative opinion on food quality for Repas , negative opinion on food style_options for Repas , negative opinion on service general for serveuse"
TASD,Repas pas tres bien présenté,The review expressed negative opinion on food style_options for Repas
TASD,Digestion compliqué le lendemain tous mes amis et moi même...,The review expressed negative opinion on food quality for NULL
TASD,"Service très très long, la patronne qui raconte sa vie alors que le restaurant est bondé et que tout le monde attend, des erreurs dans les plats, du bruit dans les cuisines, etc.","The review expressed negative opinion on service general for Service , negative opinion on service general for patronne , negative opinion on service general for NULL , negative opinion on ambience general for NULL"
TASD,Nous nous sommes fait livrer plusieurs fois et nous n'avons jamais été déçus mais le service sur place est déplorable...,"The review expressed negative opinion on service general for service , positive opinion on restaurant miscellaneous for NULL"
TASD,Pourtant les plats sont bons et la déco sympa.,"The review expressed positive opinion on food quality for plats , positive opinion on ambience general for déco"
TASD,"Menu complet de très bon rapport qualité/prix (produits proposés, cuisson et présentation des assiettes) et service rapide mais il faut améliorer quelques points pour être un bon restaurant : entretien des appareils sanitaires dans la ""salle d'eau"", chaleur de l'accueil et choix des vins proposés (je viens juste de voir sur tripadvisor qu'il s'agissait d'un bar à vins, je n'ai pas compris le concept alors)","The review expressed positive opinion on food prices for Menu , positive opinion on food quality for Menu , positive opinion on food quality for produits , positive opinion on food style_options for assiettes , positive opinion on service general for service , negative opinion on restaurant general for restaurant , negative opinion on restaurant miscellaneous for NULL , negative opinion on service general for accueil , negative opinion on drinks style_options for vins"
TASD,"Petit restau suggéré par une amie, on ne regrette pas l''expérience !",The review expressed positive opinion on restaurant general for restau
TASD,"Produits frais, plats proposés en fonction de l'arrivage, menu concis mais plats extrêmement savoureux.","The review expressed positive opinion on food quality for Produits , positive opinion on food quality for plats , neutral opinion on food style_options for menu , positive opinion on food quality for plats"
TASD,A recommander absolument.,The review expressed positive opinion on restaurant general for NULL
TASD,"Vraiment une adresse à retenir pour les amateurs de viande , une entrecôte qui fond dans la bouche , une sauce simple mais goûteuses et un verre de vin de bonne qualité.","The review expressed positive opinion on restaurant miscellaneous for adresse , positive opinion on food quality for entrecôte , positive opinion on food quality for sauce , positive opinion on drinks quality for vin"
TASD,Vraiment je recommande chaudement cette adresse.,The review expressed positive opinion on restaurant general for adresse
TASD,J'ai tout aimé ... :-),The review expressed positive opinion on restaurant general for NULL
TASD,Accueil et service sont agréables et efficaces,"The review expressed positive opinion on service general for NULL , positive opinion on service general for service"
TASD,Tous les plats sont bons avec une mention spéciale pour le cassoulet breton,"The review expressed positive opinion on food quality for cassoulet breton , positive opinion on food quality for plats"
TASD,Restaurant bondé le midi mieux vaut arriver tôt,The review expressed negative opinion on restaurant miscellaneous for Restaurant
TASD,"Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande.","The review expressed negative opinion on service general for Accueil , negative opinion on service general for NULL"
TASD,Comptez trois quarts d'heure pour avoir uniquement le plat.,The review expressed negative opinion on service general for NULL
TASD,D'ailleurs plat qui nous est grossièrement transmit de mains à mains.,The review expressed negative opinion on service general for NULL
TASD,Je n'appelle pas ça un service digne d'un restaurants.,The review expressed negative opinion on service general for service
TASD,Une viande qui n'est pas cuite comme à notre demande : saignante et non à point comme demandé.,The review expressed negative opinion on food quality for viande
TASD,Aucune commande de dessert n'a été prise après une demie heure d'attente à la fin du plat.,The review expressed negative opinion on service general for NULL
TASD,Départ aussi désagréable que l'accueil.,"The review expressed negative opinion on service general for accueil , negative opinion on service general for Départ"
TASD,Déçus de notre soirée car j'ai connu cette taverne sous de meilleurs jours.,The review expressed negative opinion on restaurant general for taverne
TASD,Beaucoup trop onéreux pour la qualité des plats.,"The review expressed negative opinion on food quality for plats , negative opinion on restaurant prices for NULL"
TASD,Un rapport qualité/prix qui se passe donc de commentaire.,"The review expressed negative opinion on restaurant prices for NULL , neutral opinion on food quality for qualité/prix"
TASD,Je déconseille +++ .,The review expressed negative opinion on restaurant general for NULL
TASD,"Nous avons rarement mangé des pizza aussi médiocres... pas cuites, mal garnies,...",The review expressed negative opinion on food quality for pizza
TASD,AFFREUX!!! à déconseiller!!!,The review expressed negative opinion on restaurant general for NULL
TASD,Très bon restaurant .Repas effectué le midi en groupe,The review expressed positive opinion on restaurant general for restaurant
TASD,"Service assez rapide vu le nombre de table,assiette bien remplie,personnel sympa choix suffisant","The review expressed positive opinion on service general for Service , positive opinion on food style_options for assiette , positive opinion on service general for personnel , positive opinion on food style_options for NULL"
TASD,Un resto très sympa,The review expressed positive opinion on restaurant general for resto
TASD,endroit décontracté simple.,The review expressed positive opinion on ambience general for endroit
TASD,sans prétention,The review expressed neutral opinion on restaurant miscellaneous for NULL
TASD,mais un moment agréable avec des amis pour un rapport qualité prix imbattable,"The review expressed positive opinion on restaurant prices for NULL , positive opinion on ambience general for NULL , positive opinion on restaurant general for NULL"
TASD,très bonne paella ( pour les connaisseurs ) oui grillée dans le fond comme à Barcelone,The review expressed positive opinion on food quality for paella
TASD,tapas copieuses et bonnes,"The review expressed positive opinion on food quality for tapas , positive opinion on food style_options for tapas"
TASD,viandes excellentes pour les amateurs,The review expressed positive opinion on food quality for viandes
TASD,patron atypique mais à connaître.,The review expressed positive opinion on service general for patron
TASD,très à l écoute !!,The review expressed positive opinion on service general for NULL
TASD,"1ère fois que le service n'est pas à la hauteur de la cuisine dans les restos que je fréquente à Rennes, dommage.",The review expressed negative opinion on service general for service
TASD,"Carte des vins sympa, on me refuse de corriger le tir sur un verre de vin servi plus généreusement précédemment (à 5,90€ le verre, le comportement du patron (?) est décevant).","The review expressed negative opinion on drinks style_options for Carte des vins , negative opinion on service general for patron , negative opinion on drinks style_options for verre de vin , negative opinion on drinks prices for verre de vin"
TASD,"La viande est bonne, bien cuite comme demandé.",The review expressed positive opinion on food quality for viande
TASD,"Les frites sont molles, dommage aussi, pour un resto qui sert des plats accompagnés de pommes de terre.","The review expressed negative opinion on food quality for frites , neutral opinion on food style_options for plats"
TASD,"Bref une formule à des prix corrects pour centre ville, un vrai potentiel mais absence de sens commerçant et des petits hics qui coincent...dommage encore, surtout de l'avoir fait à un commerçant des métiers de bouche du coin...","The review expressed neutral opinion on food prices for formule , positive opinion on restaurant general for NULL , negative opinion on service general for NULL"
TASD,un bon petit resto qui sert d'excellentes pizzas ou d'autres petits plats pour ceux qui préfèrent débuter autre chose,"The review expressed positive opinion on restaurant general for resto , positive opinion on food quality for pizzas , positive opinion on food quality for plats"
TASD,service tardif possible : pratique après un bon ciné,The review expressed positive opinion on service general for service
TASD,bon accueil,The review expressed positive opinion on service general for accueil
TASD,"Il ne dit pas bonjour, baisse la tête, ne vous regarde dans pas dans les yeux et donne ce sentiment que vous le dérangez.",The review expressed negative opinion on service general for NULL
TASD,Il m'a répondu que ça l'ennuyait de travailler un dimanche.,The review expressed negative opinion on service general for NULL
TASD,Je vis à Dijon et c'est bien la dernière fois que j'y mets les pieds.,The review expressed negative opinion on restaurant general for NULL
TASD,"Nous apprécions toujours de nous restaurer ""à l'italienne"" dans ce tout petit resto dijonnais.",The review expressed positive opinion on restaurant general for resto
TASD,"Mais la dernière fois, c'était un peu moins bien : la pâte à pizza était difficile à couper, ne faudrait-il pas que le patron achète de nouveaux couteaux, car ceux d'IKEA laissent à désirer pour ce gendre de plats.","The review expressed negative opinion on food quality for pâte à pizza , negative opinion on restaurant miscellaneous for NULL"
TASD,Et toujours aussi difficile de venir manger sans avoir réservé !,The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,"Sur la place du Bareuzay, symbolique de Dijon, une agréable terrasse.","The review expressed positive opinion on ambience general for terrasse , neutral opinion on location general for place du Bareuzay"
TASD,"La carte est banale, avec une option ""plats bourguignons"" classiques.",The review expressed negative opinion on food style_options for carte
TASD,Carte des vins très limitée en choix aussi bien en quantité qu'en qualité.,"The review expressed negative opinion on drinks style_options for Carte des vins , negative opinion on drinks quality for Carte des vins"
TASD,"L'andouillette qui n'était pas une 5A était excellente, les frites, légumes et purée également.","The review expressed positive opinion on food quality for andouillette , positive opinion on food quality for frites , positive opinion on food quality for légumes , positive opinion on food quality for purée"
TASD,Globalement satisfaisant.,The review expressed positive opinion on restaurant general for NULL
TASD,Rien à reprocher au service si ce n'est la hâte de fermer la boutique !,The review expressed neutral opinion on service general for service
TASD,"Sur la forme : l'établissement est plutôt bien décoré, lumineux et agréable, tout à fait dans le style américain.",The review expressed negative opinion on ambience general for établissement
TASD,"Le responsable est souriant et accueillant, même s'il en fait parfois un peu trop, mais c'est mieux comme ça.",The review expressed positive opinion on service general for responsable
TASD,Sur le fond : j'y suis allé 2 fois dans les 3 derniers mois pour manger un hamburger et franchement le contenu de l'assiette n'est pas à la hauteur du prix et c'est véritablement sur ce point que se situe le problème.,"The review expressed negative opinion on food prices for assiette , negative opinion on food quality for assiette"
TASD,"Les hamburgers sont vendus entre 12 et 16 euros ce qui est beaucoup trop pour des préparations très industrielles : pain durci par la cuisson, pas de légumes dans le sandwich et frites qui ne sont pas faites maison.","The review expressed negative opinion on food prices for hamburgers , negative opinion on food quality for préparations , negative opinion on food quality for pain , negative opinion on food style_options for sandwich , negative opinion on food quality for frites"
TASD,"En résumé cet établissement c'est un peu comme le Canada Dry, ça ressemble mais ça n'en est pas....",The review expressed negative opinion on restaurant general for NULL
TASD,"Si l'accueil et le cadre sont agréables, ne soyez pas pressé, 2h30 pour les menus du jour, ça commence à faire","The review expressed positive opinion on service general for accueil , positive opinion on ambience general for cadre , negative opinion on service general for NULL"
TASD,En plus 7 euros 50 pour deux oeufs mimosa sans fioritures est tout simplement du vol,"The review expressed negative opinion on food prices for oeufs mimosa , negative opinion on food style_options for oeufs mimosa"
TASD,Je vous passe les plats tièdes et sans saveur appuyée,The review expressed negative opinion on food quality for plats
TASD,Le café offert ne peux pas tout effacer,The review expressed negative opinion on restaurant general for NULL
TASD,"Donc déçu de ma seconde expérience, mon porte monnaie s'en souviendra","The review expressed negative opinion on restaurant general for NULL , negative opinion on restaurant prices for NULL"
TASD,"Le cadre est convivial, le personnel y est agréable.","The review expressed positive opinion on ambience general for cadre , positive opinion on service general for personnel"
TASD,La carte est généreuse.,The review expressed positive opinion on food style_options for carte
TASD,"Ayant pu goûter à la crêpe montagnarde, celle-ci est copieuse et bien garni.",The review expressed positive opinion on food style_options for crêpe montagnarde
TASD,"Le cidre, pas qu'exceptionnel, est frais et s'accompagne bien.",The review expressed positive opinion on drinks quality for cidre
TASD,"Quand au prix, je ne les trouve pas excessif quand à la qualité des plats servi.","The review expressed positive opinion on food quality for plats , positive opinion on restaurant prices for NULL"
TASD,"A faire en famille, en couple ou entre amis",The review expressed positive opinion on restaurant miscellaneous for NULL
TASD,la décoration très sympa.,The review expressed positive opinion on ambience general for décoration
TASD,"l'endroit a une lumière feutré, c'est très agréable et très relaxant.",The review expressed positive opinion on ambience general for endroit
TASD,la cuisine est très bonne.,The review expressed positive opinion on food quality for cuisine
TASD,le service est nickel.,The review expressed positive opinion on service general for service
TASD,"très déçu : Vaisselle, décor un peu vieillot.","The review expressed negative opinion on ambience general for décor , negative opinion on restaurant miscellaneous for Vaisselle"
TASD,"Toiles d'araignées, nappe pas très nette.",The review expressed negative opinion on restaurant miscellaneous for NULL
TASD,Côté repas nous avons dû réclamer deux fois pour avoir le vin que nous avions pris en apéritif.,The review expressed negative opinion on service general for NULL
TASD,Le vin n'a pas été servi à la bonne température.,The review expressed negative opinion on drinks quality for vin
TASD,De beaux verres auraient été appréciés pour boire un bon vin.,The review expressed negative opinion on drinks style_options for vin
TASD,"Pour le plat le serveur nous avait dit que la viande était servie avec une sauce au foie gras, nous n avons pas retrouvé le goût du foie gras car en fait c'était une sauce au vin qui masquait complètement le foie gras.","The review expressed negative opinion on food style_options for viande , negative opinion on food quality for sauce au vin"
TASD,Pour le dessert farandole de desserts : rien d'extraordinaire que des classiques avec beaucoup de crème au beurre.,The review expressed negative opinion on food style_options for farandole de desserts
TASD,En revanche vous ne ressortez pas avec la faim car c'est copieux.,The review expressed positive opinion on food style_options for NULL
TASD,En conclusion bien trop cher pour ce que nous avons mangé : manque d originalité et le service n est pas à la hauteur.,"The review expressed negative opinion on restaurant prices for NULL , negative opinion on food style_options for NULL , negative opinion on service general for service"
TASD,On ne peut dire que du bien de ce restaurant.,The review expressed positive opinion on restaurant general for restaurant
TASD,Le cadre est tout simplement incroyable / le menu unique a 36 euros vous fait découvrir quelques plats typiques corses....,"The review expressed positive opinion on ambience general for cadre , neutral opinion on food style_options for menu"
TASD,Attention menu pantagruélique...,The review expressed positive opinion on food style_options for menu
TASD,De la bonne cuisine de grand mère qui tient au corps.,The review expressed positive opinion on food quality for cuisine
TASD,Et pour couronner le tout de sympathique serveurs a l accent prononcé avec toujours un brin d humour.,The review expressed positive opinion on service general for serveurs
TASD,On apprécie la chaleur Corse comme ça !,The review expressed positive opinion on ambience general for NULL
TASD,Bravo,The review expressed positive opinion on restaurant general for NULL
TASD,Pas terrible.,The review expressed negative opinion on restaurant general for NULL
TASD,"Pizza sèche, très peu d'ingrédients et un bord énooorme tout sec pour la Regina bianca.","The review expressed negative opinion on food quality for Pizza , negative opinion on food style_options for Pizza"
TASD,Ça ne vaut certes pas le prix...,"The review expressed negative opinion on food quality for NULL , negative opinion on food prices for NULL , negative opinion on restaurant prices for NULL"
TASD,Petit endroit sympa pour manger pendant notre escale de 2h après notre balade en bateau.,The review expressed positive opinion on restaurant general for endroit
TASD,"Le repas était correct pour une escale rapide,le patron très sympathique et le paysage magnifique.","The review expressed neutral opinion on food quality for repas , positive opinion on service general for patron , positive opinion on location general for paysage"
TASD,"Vraiment horrible certaines choses sont réchauffées, certaines pas cuites, on ne peut pas appeler ça de la cuisine!",The review expressed negative opinion on food quality for choses
TASD,Vraiment nul!,The review expressed negative opinion on restaurant general for NULL
TASD,"burgers excellents, on est accro dès qu'on a gouté.",The review expressed positive opinion on food quality for burgers
TASD,"Le ""complet"" est fameux, à la hauteur du ""samourai"" de son concurrent le bigban.","The review expressed positive opinion on food quality for complet , positive opinion on food quality for samourai , positive opinion on food quality for bigban"
TASD,Cela me manque!,The review expressed positive opinion on restaurant general for NULL
TASD,unique à Besançon.,The review expressed positive opinion on restaurant general for NULL
TASD,En plus le cuisinier est adorable.,The review expressed positive opinion on service general for cuisinier
TASD,A emporter uniquement.,The review expressed neutral opinion on restaurant miscellaneous for NULL
TASD,"Oui c'est frais,",The review expressed positive opinion on food quality for NULL
