input_text_ids,input_text,target_text,prefix
1055910:0,we love th pink pony .,The review expressed opinion on [restaurant general],AD
1055910:1,THe perfect spot .,The review expressed opinion on [restaurant general],AD
1055910:2,Food - awesome .,The review expressed opinion on [food quality],AD
1055910:3,Service - friendly and attentive .,The review expressed opinion on [service general],AD
1055910:4,Ambiance - relaxed and stylish .,The review expressed opinion on [ambience general],AD
1055910:5,"Don ' t judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .",The review expressed opinion on [restaurant general],AD
1058221:2,the food is decent .,The review expressed opinion on [food quality],AD
1058221:3,"however , it ' s the service that leaves a bad taste in my mouth .",The review expressed opinion on [service general],AD
1058221:4,"i happen to have a policy that goes along with a little bit of self - respect , which includes not letting a waiter intimidate me , i . e . make me feel bad asking for trivialities like water , or the check .",The review expressed opinion on [service general],AD
1058221:5,"i know , you were too busy showing off your vintage tee shirt and looking bored , but my agenda is i ' m here to eat and enjoy the company of friends , seeking a pleasant experience .",The review expressed opinion on [service general],AD
1058221:6,"well , i didn ' t find it there , and trust , i have told everyone i can think of about my experience .",The review expressed opinion on [restaurant general],AD
1058221:7,the last time i walked by it looked pretty empty . hmmm .,The review expressed opinion on [restaurant miscellaneous],AD
1062641:0,This place has got to be the best japanese restaurant in the new york area .,The review expressed opinion on [restaurant general],AD
1062641:1,I had a great experience .,The review expressed opinion on [restaurant general],AD
1062641:2,Food is great .,The review expressed opinion on [food quality],AD
1062641:3,Service is top notch .,The review expressed opinion on [service general],AD
1062641:4,I have been going back again and again .,The review expressed opinion on [restaurant general],AD
1064477:0,"I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .",The review expressed opinion on [food quality],AD
1064477:1,"It melted in my little mouth and the perfect consistency - not too fishy , creamy , and slightly buttery .",The review expressed opinion on [food quality],AD
1064477:2,The sushi seemed pretty fresh and was adequately proportioned .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1064477:3,The rice to fish ration was also good - - they didn ' t try to overpack the rice .,The review expressed opinion on [food style_options],AD
1064477:4,We took advanatage of the half price sushi deal on saturday so it was well worth it .,"The review expressed opinion on [food quality], opinion on [food prices]",AD
1074868:2,Surprisingly nothing could be further from the truth .,The review expressed opinion on [restaurant miscellaneous],AD
1074868:3,"In the evening , this place attracted a well dressed , with it , NY crowd .",The review expressed opinion on [restaurant miscellaneous],AD
1074868:4,The food was well prepared and the service impecable .,"The review expressed opinion on [service general], opinion on [food quality]",AD
1074868:5,I ' m going back .,The review expressed opinion on [restaurant general],AD
1084394:1,Quite simply it ' s like stepping out of Manhattan and into a haven of tranquility .,The review expressed opinion on [ambience general],AD
1084394:3,The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .,"The review expressed opinion on [food quality], opinion on [food style_options], opinion on [food prices]",AD
1084394:4,I will be going back and heartily recommend it !,The review expressed opinion on [restaurant general],AD
1086415:1,"It is terrific , as is the value .","The review expressed opinion on [food quality], opinion on [food prices]",AD
1086415:2,"$ 6 and there is much tasty food , all of it fresh and continually refilled .","The review expressed opinion on [food quality], opinion on [food style_options], opinion on [food prices]",AD
1086415:3,"I am not a vegetarian but , almost all the dishes were great .",The review expressed opinion on [food quality],AD
1086415:5,Go hungry and enjoy .,The review expressed opinion on [restaurant general],AD
1086478:0,"The food here is rather good , but only if you like to wait for it .","The review expressed opinion on [service general], opinion on [food quality]",AD
1086478:1,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [food quality], opinion on [food quality], opinion on [food quality]",AD
1086478:2,"The service varys from day to day - sometimes they ' re very nice , and sometimes not .",The review expressed opinion on [service general],AD
1086478:3,"The kitchen however , is almost always slow .",The review expressed opinion on [service general],AD
1086478:4,"Also , specify if you like your food spicy - its rather bland if you don ' t .",The review expressed opinion on [food quality],AD
1086478:5,"The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .","The review expressed opinion on [restaurant miscellaneous], opinion on [ambience general]",AD
1090587:1,If you ' ve ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer .,The review expressed opinion on [location general],AD
1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,"The review expressed opinion on [service general], opinion on [food quality], opinion on [food prices]",AD
1090587:3,The lava cake dessert was incredible and I recommend it .,The review expressed opinion on [food quality],AD
1102681:0,"Once you step into Cosette , you ' re miraculously in a small , off - the - beaten path Parisian bistro .",The review expressed opinion on [ambience general],AD
1102681:1,"This tiny restaurant is as cozy as it gets , with that certain Parisian flair .",The review expressed opinion on [ambience general],AD
1102681:2,"The food was average to above - average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [food quality], opinion on [food style_options]",AD
1102681:3,"However , go for the ambience , and consider the food just a companion for a trip across the world !","The review expressed opinion on [food quality], opinion on [ambience general]",AD
1118167:1,IT WAS HORRIBLE .,The review expressed opinion on [restaurant general],AD
1118167:2,The pizza was delivered cold and the cheese wasn ' t even fully melted !,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1118167:3,It looked like shredded cheese partly done - still in strips .,The review expressed opinion on [food style_options],AD
1119578:0,This has got to be one of the most overrated restaurants in Brooklyn .,The review expressed opinion on [restaurant general],AD
1119578:1,The pizza is overpriced and soggy .,"The review expressed opinion on [food quality], opinion on [food prices]",AD
1119578:2,"Yes , they use fancy ingredients , but even fancy ingredients don ' t make for good pizza unless someone knows how to get the crust right .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [food quality]",AD
1119578:3,"A big disappointment , all around .",The review expressed opinion on [restaurant general],AD
1123262:0,I think I ' ve had some the best meals of my life at minnow .,The review expressed opinion on [food quality],AD
1123262:1,"The seafood is amazing , there ' s a good wine list , and the ever - changing menu always offers some great surprises .","The review expressed opinion on [food quality], opinion on [food style_options], opinion on [drinks style_options]",AD
1123262:2,The combination of super - fresh ingredients in the dishes are unusual but really delicious .,The review expressed opinion on [food quality],AD
1123262:3,Worth the trip from Manhattan .,The review expressed opinion on [restaurant general],AD
1125006:1,Best Pastrami I ever had and great portion without being ridiculous .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1125006:3,My wife had the fried shrimp which are huge and loved it .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1125284:0,"As a Japanese native , I ' ve lived in the Tristate area for over 8 years , but I was just so amazed at this place .",The review expressed opinion on [restaurant general],AD
1125284:1,This place is the most Japanese it can ever get .,The review expressed opinion on [restaurant miscellaneous],AD
1125284:2,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .","The review expressed opinion on [service general], opinion on [food quality], opinion on [food style_options], opinion on [restaurant miscellaneous]",AD
1125284:3,This place is worth an one - hour drive .,The review expressed opinion on [restaurant general],AD
1125284:4,"I am so coming back here again , as much as I can .",The review expressed opinion on [restaurant general],AD
1126814:0,"Leon is an East Village gem : casual but hip , with well prepared basic French bistro fare , good specials , a warm and lively atmosphere .","The review expressed opinion on [restaurant general], opinion on [food quality], opinion on [food quality], opinion on [ambience general], opinion on [ambience general]",AD
1126814:1,"My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .",The review expressed opinion on [service general],AD
1126814:3,Decent wine at reasonable prices .,"The review expressed opinion on [drinks prices], opinion on [drinks quality]",AD
1126814:4,Have been dozens of times and never failed to enjoy the experience .,The review expressed opinion on [restaurant general],AD
1126814:5,"Our teenage kids love it , too .",The review expressed opinion on [restaurant general],AD
1126886:0,"Everytime I decide to try another place on the UES , I get angry that I didn ' t just go to Zucchero Pomodori .",The review expressed opinion on [restaurant general],AD
1126886:1,This is by far my favorite place in the neighborhood .,The review expressed opinion on [restaurant general],AD
1126886:2,"The service is excellent , the decor is great , and the food is delicious and comes in large portions .","The review expressed opinion on [service general], opinion on [food quality], opinion on [food style_options], opinion on [ambience general]",AD
1126886:4,I ' m partial to the Gnocchi .,The review expressed opinion on [restaurant general],AD
1131595:0,This place is incredibly tiny .,The review expressed opinion on [restaurant miscellaneous],AD
1131595:1,They refuse to seat parties of 3 or more on weekends .,The review expressed opinion on [service general],AD
1131595:2,The hostess is rude to the point of being offensive .,The review expressed opinion on [service general],AD
1131595:3,The food was bland oily .,The review expressed opinion on [food quality],AD
1131595:4,I just don ' t understand all the hype . . .,The review expressed opinion on [restaurant general],AD
1138996:1,"We have been to this place many times , and always have great food , wine , and service .","The review expressed opinion on [service general], opinion on [food quality], opinion on [drinks quality]",AD
1138996:2,"We were worried we would have trouble getting in , but somehow managed to have a short wait .",The review expressed opinion on [service general],AD
1138996:3,As always we had a great glass of wine while we waited .,The review expressed opinion on [drinks quality],AD
1138996:4,"When we sat , we got great and fast service .",The review expressed opinion on [service general],AD
1138996:5,The people that work there are always so friendly you forget you are in New York sometimes .,The review expressed opinion on [service general],AD
1138996:6,Make sure you try this place as often as you can .,The review expressed opinion on [restaurant general],AD
1145510:0,This is a fun restaurant to go to .,The review expressed opinion on [restaurant general],AD
1145510:1,The pizza is yummy and I like the atmoshpere .,"The review expressed opinion on [food quality], opinion on [ambience general]",AD
1145510:2,But the pizza is way to expensive .,The review expressed opinion on [food prices],AD
1145510:3,"A large is $ 20 , and toppings are about $ 3 each .",The review expressed opinion on [food prices],AD
1147082:0,I went there for lunch and it was not as good as I expected from the reviews I read .,The review expressed opinion on [food quality],AD
1147082:1,Sauce was watery and the food didn ' t have much flavor .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1147082:3,I don ' t think I would go again .,The review expressed opinion on [restaurant general],AD
1147211:0,This place is great .,The review expressed opinion on [restaurant general],AD
1147211:1,I had a huge group for my birthday and we were well taken care of .,The review expressed opinion on [service general],AD
1147211:2,The waitress was very patient with us and the food is phenomenal !,"The review expressed opinion on [service general], opinion on [food quality]",AD
1147211:3,"Service was prompt , friendly and great .",The review expressed opinion on [service general],AD
1147211:4,Slightly on the pricey side but worth it !,"The review expressed opinion on [restaurant general], opinion on [restaurant prices]",AD
1153034:0,Great pizza and fantastic service .,"The review expressed opinion on [service general], opinion on [food quality]",AD
1153034:1,"There was a small wait , but shorter than I expected .",The review expressed opinion on [service general],AD
1153034:2,Located at the end of a magnificent block .,The review expressed opinion on [location general],AD
1153034:3,Very cozy and warm inside . . . . .,The review expressed opinion on [ambience general],AD
1153034:4,I will be back !,The review expressed opinion on [restaurant general],AD
1154550:0,This is the best sushi in new york city - hands down .,The review expressed opinion on [food quality],AD
1154550:1,The place is small and cramped but the food is fantastic .,"The review expressed opinion on [food quality], opinion on [ambience general]",AD
1154550:2,Get the tuna of gari .,The review expressed opinion on [food quality],AD
1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .","The review expressed opinion on [restaurant general], opinion on [food quality], opinion on [food quality]",AD
1162037:1,"With the great variety on the menu , I eat here often and never get bored .",The review expressed opinion on [food style_options],AD
1162037:2,"The atmosphere isn ' t the greatest , but I suppose that ' s how they keep the prices down .","The review expressed opinion on [restaurant prices], opinion on [ambience general]",AD
1162037:3,It ' s all about the food ! !,The review expressed opinion on [food quality],AD
1167434:1,first it took us a long time to find the place .,The review expressed opinion on [restaurant miscellaneous],AD
1167434:3,"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",The review expressed opinion on [food style_options],AD
1167434:5,"those rolls were big , but not good and sashimi wasn ' t fresh .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [food style_options]",AD
1167434:6,"they were dry and disgusting , i didn ' t even finish my first piece .",The review expressed opinion on [food quality],AD
1175958:0,Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,The review expressed opinion on [service general],AD
1175958:1,"Try the crunchy tuna , it is to die for .",The review expressed opinion on [food quality],AD
1175958:2,"Try everything for that matter , it is all good .",The review expressed opinion on [food quality],AD
1175958:3,I have been going there since it opened and I can ' t get enough .,The review expressed opinion on [restaurant general],AD
1189674:0,First went here to enjoy their garden terrace .,The review expressed opinion on [ambience general],AD
1189674:1,"The food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .","The review expressed opinion on [service general], opinion on [food quality]",AD
1189674:2,"The Steak Tartare is a great bet , they fix it for you at the table .",The review expressed opinion on [food style_options],AD
1189674:3,"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .","The review expressed opinion on [ambience general], opinion on [ambience general]",AD
1189674:4,"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .","The review expressed opinion on [drinks style_options], opinion on [drinks prices], opinion on [drinks quality]",AD
1189674:5,"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .","The review expressed opinion on [food quality], opinion on [ambience general], opinion on [ambience general]",AD
1189674:6,"Have recommended the place to friends , always gets good response .",The review expressed opinion on [restaurant miscellaneous],AD
1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !","The review expressed opinion on [food quality], opinion on [food quality]",AD
1199292:3,I take all my NYC guests to VT ' s .,The review expressed opinion on [restaurant miscellaneous],AD
1199480:0,"Not sure where the previous reviewer , lonk , dined , but Saul is in a great neighborhood and has great food !","The review expressed opinion on [food quality], opinion on [location general]",AD
1199480:1,I ' ve been there three times and have always had wonderful experiences .,The review expressed opinion on [restaurant general],AD
1199480:2,I ' d highly recommend it for a special occasion - - it provides and intimate setting and nice service .,"The review expressed opinion on [service general], opinion on [restaurant miscellaneous], opinion on [ambience general]",AD
1205520:0,I ' m not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we ' re repeat customers .,The review expressed opinion on [restaurant general],AD
1205520:1,Even after they overcharged me the last time I was there .,The review expressed opinion on [service general],AD
1205520:2,Make sure you have the Spicy Scallop roll . . .,The review expressed opinion on [food quality],AD
1205520:3,it ' s delicious !,The review expressed opinion on [food quality],AD
1212346:0,"Moules were excellent , lobster ravioli was VERY salty !","The review expressed opinion on [food quality], opinion on [food quality]",AD
1212346:1,"Took my mom for Mother ' s Day , and the maitre d ' was pretty rude .",The review expressed opinion on [service general],AD
1212346:2,"Told us to sit anywhere , and when we sat he said the table was reserved .",The review expressed opinion on [service general],AD
1212346:3,Stepped on my foot on the SECOND time he reached over me to adjust lighting .,The review expressed opinion on [service general],AD
1212346:4,Tiny dessert was $ 8 . 00 . . . just plain overpriced for what it is .,"The review expressed opinion on [food style_options], opinion on [food prices]",AD
1221938:0,The drinks are always welll made and wine selection is fairly priced .,"The review expressed opinion on [drinks prices], opinion on [drinks quality]",AD
1221938:1,Try their chef ' s specials - - they are to die for .,The review expressed opinion on [food quality],AD
1221938:2,"Service is not exactly five star , but thats not really a big deal .",The review expressed opinion on [service general],AD
1221938:3,Downstairs lounge is always a good attraction,The review expressed opinion on [ambience general],AD
1225162:0,"Raga ' s is a romantic , cozy restaurant .",The review expressed opinion on [ambience general],AD
1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations .,"The review expressed opinion on [food quality], opinion on [food style_options]",AD
1225162:2,It is also extremely well priced .,The review expressed opinion on [food prices],AD
1225162:3,The staff is incredibly helpful and attentive .,The review expressed opinion on [service general],AD
1225162:4,The bar is very well stocked with interesting beers and well priced wines .,"The review expressed opinion on [drinks style_options], opinion on [drinks style_options], opinion on [drinks prices]",AD
1225162:5,This is one of my favorite restaurants and it is not to be missed .,The review expressed opinion on [restaurant general],AD
1225162:6,Your friends will thank you for introducing them to this gem !,The review expressed opinion on [restaurant general],AD
1227999:0,"When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .",The review expressed opinion on [restaurant general],AD
1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet , we were told no . . .",The review expressed opinion on [service general],AD
1227999:2,"Then , to top things off , she dropped used silverware on my boyfriend ' s jacket and did not stop to apologize or clean the mess that was left on clothes .",The review expressed opinion on [service general],AD
1227999:3,Such a disappointment . . .,The review expressed opinion on [service general],AD
1227999:4,"Rude service , medicore food . . . there are tons of restaurants in NY . . . stay away from this one","The review expressed opinion on [restaurant general], opinion on [service general], opinion on [food quality]",AD
1230993:0,I had a grat time at Jekyll and Hyde !,The review expressed opinion on [restaurant general],AD
1230993:1,I loved everythig about it - especially the shows and actors .,"The review expressed opinion on [restaurant general], opinion on [ambience general], opinion on [ambience general]",AD
1230993:2,Our server was very helpful and friendly .,The review expressed opinion on [service general],AD
1230993:3,I am bringing my whole family back next time .,The review expressed opinion on [restaurant miscellaneous],AD
1230993:4,The food was good too .,The review expressed opinion on [food quality],AD
1232468:0,The tuna and wasabe potatoes are excellent .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,The review expressed opinion on [location general],AD
1232468:2,"Inside is a little cramped , but to be expected .",The review expressed opinion on [ambience general],AD
1232468:3,Service was prompt and courteous .,The review expressed opinion on [service general],AD
1232468:4,This was a repeat visit and we ' ll definitely be back again .,The review expressed opinion on [restaurant general],AD
1241906:0,"Great service , great food .","The review expressed opinion on [service general], opinion on [food quality]",AD
1241906:1,Prices are in line .,The review expressed opinion on [restaurant prices],AD
1241906:3,But too far east !,The review expressed opinion on [location general],AD
1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria ' s .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1253117:2,"Two complaints - their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .",The review expressed opinion on [food style_options],AD
1253117:3,"Also , because it is so thin , it gets cold very quickly and its not that filling .","The review expressed opinion on [food quality], opinion on [food style_options]",AD
1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS !,"The review expressed opinion on [service general], opinion on [food quality]",AD
1256373:0,By far the best salad I have had in a fast food restaurant .,The review expressed opinion on [food quality],AD
1256373:1,fine dining restaurant quality .,The review expressed opinion on [food quality],AD
1256373:2,Over 100 different choices to create your own .,The review expressed opinion on [food style_options],AD
1256373:3,A must try !,The review expressed opinion on [restaurant general],AD
1264954:0,"On a recent Sunday afternoon , a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT .",The review expressed opinion on [restaurant general],AD
1264954:1,"This was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater .","The review expressed opinion on [food quality], opinion on [ambience general]",AD
1264954:2,"The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .","The review expressed opinion on [service general], opinion on [food quality], opinion on [food quality], opinion on [food style_options]",AD
1264954:3,"With so many poor experiences to be had in the theater district , is truly an excellent find !",The review expressed opinion on [restaurant general],AD
1264954:4,We will return many times for this oasis in mid - town .,The review expressed opinion on [restaurant general],AD
1269216:1,The staff is no nonsense .,The review expressed opinion on [service general],AD
1269216:2,The food options rule .,The review expressed opinion on [food style_options],AD
1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,The review expressed opinion on [food quality],AD
1269216:4,Worth visiting the 1st Ave spot because it is the original store .,The review expressed opinion on [restaurant miscellaneous],AD
1275154:4,"He served me an Uni Hand roll , which I never had before , and let me tell you . . . IT WAS HEAVEN !",The review expressed opinion on [food quality],AD
1275154:6,The sake menu should not be overlooked !,The review expressed opinion on [drinks style_options],AD
1275154:7,"All in all , this midtown gem instantly became one of my favorite sushi restaurants in the city .",The review expressed opinion on [restaurant general],AD
1275154:8,Try the lobster teriyaki and the rose special roll .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1280166:1,"Service was very good - prompt , attentive and non - intrusive .",The review expressed opinion on [service general],AD
1280166:2,"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt - in - your - mouth experience ) .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1280166:3,Wine list selection is good and wine - by - the - glass was generously filled to the top .,"The review expressed opinion on [drinks style_options], opinion on [drinks style_options]",AD
1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,"The review expressed opinion on [ambience general], opinion on [ambience general]",AD
1280179:0,"I ' ve been to at Cafe Spice probably 5 - 8 times , it is probably still the best Indian restaurant around Union Square .",The review expressed opinion on [restaurant general],AD
1280179:1,"To sum it up : Service varies from good to mediorce , depending on which waiter you get ; generally it is just average Ok .",The review expressed opinion on [service general],AD
1280179:2,"Seating is always prompt , though the restaurant does fill up in the evening .",The review expressed opinion on [service general],AD
1280179:3,"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .","The review expressed opinion on [food quality], opinion on [food quality]",AD
1280179:4,"As many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .",The review expressed opinion on [service general],AD
1280179:5,"The decor is vibrant and eye - pleasing with several semi - private boths on the right side of the dining hall , which are great for a date .","The review expressed opinion on [ambience general], opinion on [ambience general]",AD
1286916:0,I have NEVER been disappointed in the Red Eye .,The review expressed opinion on [restaurant general],AD
1286916:1,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .","The review expressed opinion on [ambience general], opinion on [ambience general]",AD
1286916:3,It ' s simply the best meal in NYC .,The review expressed opinion on [food quality],AD
1286916:4,You cannot go wrong at the Red Eye Grill .,The review expressed opinion on [restaurant general],AD
1287538:0,"If we were to move from the upper east side , we would genuinely miss this restaurant .",The review expressed opinion on [restaurant general],AD
1287538:2,The restaurant is cute but not upscale .,The review expressed opinion on [ambience general],AD
1287538:3,The food is a diamond in rough - - the food is delicious and homemade with the perfect balance of herbs and tomatoes .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1287538:4,I would highly recommend it .,The review expressed opinion on [restaurant general],AD
1287538:5,It ' s one of our favorite places to eat in NY .,The review expressed opinion on [restaurant general],AD
1289424:0,We had a great time at the Jekyll and hyde Pub last night .,The review expressed opinion on [restaurant general],AD
1289424:2,After really enjoying ourselves at the bar we sat down at a table and had dinner .,The review expressed opinion on [restaurant general],AD
1289424:3,The server was really cool and served us our food and drinks with a smile .,The review expressed opinion on [service general],AD
1289424:4,The place ' s decor and hidden bathrooms made for a good laugh .,"The review expressed opinion on [ambience general], opinion on [ambience general]",AD
1289424:5,I highly recommend visiting this restaurant and having dinner and drinks !,The review expressed opinion on [restaurant general],AD
1293334:0,"If you are the type of person who likes being scared and entertained , this is a great place to go and eat .",The review expressed opinion on [restaurant miscellaneous],AD
1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary , and to our surprise it was fantastic .",The review expressed opinion on [restaurant general],AD
1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [drinks style_options]",AD
1293334:3,The entertainment was great they have shows that go on through out the dinner .,The review expressed opinion on [ambience general],AD
1293334:4,"Please take my advice , go and try this place .",The review expressed opinion on [restaurant general],AD
1293334:6,You will not be disapointed at all .,The review expressed opinion on [restaurant general],AD
1297844:1,We were not dissappointed in the least bit by this little gem .,The review expressed opinion on [restaurant general],AD
1297844:2,The bagel was huge .,The review expressed opinion on [food style_options],AD
1297844:3,They were served warm and had a soft fluffy interior .,The review expressed opinion on [food quality],AD
1297844:4,The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,The review expressed opinion on [food style_options],AD
1297844:5,I loved it and would HIGHLY RECOMMEND .,The review expressed opinion on [restaurant general],AD
1300636:0,This was my frist time at Cafe St . Bart ' s and I must say how delicous the food and the service was .,"The review expressed opinion on [service general], opinion on [food quality]",AD
1300636:2,I have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,"The review expressed opinion on [food quality], opinion on [food quality]",AD
1300636:3,"Other guests enjoyed pizza , santa fe chopped salad and fish and chips .","The review expressed opinion on [food quality], opinion on [food quality], opinion on [food quality]",AD
